,age_years,size,weight_kg,breed_group,intake_type,days_in_shelter,previously_returned,medical_needs,neutered,aggression_score,anxiety_separation,reactivity_to_dogs,energy_level,training_level,house_trained,first_time_owner,household_has_kids,household_has_pets,home_type,has_yard,hours_alone_per_day,adopter_activity_level,visits_before_adoption,met_resident_pets,adoption_counseling,expectation_score,energy_mismatch,size_home_mismatch
31647,6.9,small,8.7,hound,owner_surrender,36,0,none,1,0.0,1.5,5.5,6.3,3.0,0,0,0,0,house_rented,1,9.1,5.4,1,0,1,9.1,0.9,0
41250,5.1,large,34.6,sporting,stray,17,1,none,1,3.8,5.4,6.9,6.7,4.9,1,0,0,0,apartment,0,1.5,8.6,3,0,0,9.5,1.9,1
29276,3.2,small,4.7,mixed,transfer,51,0,none,1,2.4,0.0,1.8,3.8,3.6,1,1,0,1,house_rented,1,8.7,2.4,1,1,1,7.5,1.4,0
8232,3.5,medium,20.5,sporting,stray,41,1,none,1,2.0,4.2,3.7,8.4,7.5,0,1,0,0,house_owned,1,5.6,10.0,1,0,1,4.9,1.6,0
40030,3.0,small,9.4,mixed,owner_surrender,59,0,minor,1,1.0,4.4,3.7,8.8,2.1,0,0,0,1,house_rented,1,2.1,6.7,3,1,0,6.3,2.1,0
21525,8.4,medium,16.5,terrier,owner_surrender,13,0,minor,1,2.5,6.2,1.2,5.9,5.2,1,0,1,1,apartment,0,3.6,6.4,1,1,1,4.5,0.5,0
27478,2.9,small,5.0,mixed,stray,14,1,none,1,1.3,5.9,5.6,6.0,3.1,1,0,1,0,apartment,0,4.1,3.9,4,0,1,5.3,2.1,0
10227,6.1,large,24.1,mixed,transfer,23,0,none,1,3.5,6.1,4.2,5.6,5.6,0,1,0,0,house_owned,1,3.1,5.3,4,0,0,7.5,0.3,0
38541,2.1,xlarge,43.6,mixed,stray,2,0,none,1,2.1,4.6,7.3,9.8,2.6,1,1,0,0,apartment,0,4.3,7.2,3,0,1,7.9,2.6,1
7331,7.8,small,8.6,hound,stray,34,0,none,1,7.6,2.6,4.0,8.0,6.4,0,0,1,0,house_rented,1,7.8,3.7,3,0,0,8.3,4.3,0
6580,1.2,small,9.1,mixed,stray,51,0,none,1,1.7,3.2,3.5,6.4,3.4,1,0,0,1,house_owned,1,7.2,3.7,1,0,0,6.9,2.7,0
6990,12.1,large,32.3,hound,stray,6,0,none,1,1.5,2.9,1.9,4.8,0.7,0,0,0,0,house_owned,1,5.1,6.8,3,0,0,4.1,2.0,0
11698,6.5,large,34.9,mixed,stray,7,0,none,0,2.9,5.1,3.9,6.4,6.3,1,0,0,0,apartment,0,5.5,6.8,3,0,0,4.7,0.4,1
40415,1.3,medium,19.8,sporting,transfer,6,1,none,1,1.5,4.7,4.0,7.8,5.1,0,0,1,0,house_rented,1,6.4,6.1,2,0,1,7.7,1.7,0
28077,5.7,small,6.3,herding,transfer,28,0,none,1,2.4,2.8,0.2,7.2,4.3,1,0,0,1,house_owned,1,7.6,6.9,1,1,1,6.7,0.3,0
14227,7.2,large,33.5,sporting,owner_surrender,37,0,none,1,1.0,4.6,0.0,3.9,2.0,0,0,0,0,house_owned,1,10.5,5.0,1,0,0,9.0,1.1,0
19822,8.2,large,35.6,sporting,stray,10,0,minor,1,4.3,5.1,3.3,4.5,3.5,0,0,0,0,house_owned,1,4.7,5.2,1,0,1,3.5,0.7,0
592,3.7,medium,11.3,hound,born_in_care,2,0,none,1,3.8,9.8,7.2,9.8,3.6,0,0,1,0,house_owned,1,1.7,2.9,4,0,1,7.6,6.9,0
8493,11.2,large,40.4,mixed,stray,14,1,minor,1,1.1,1.4,1.6,4.0,2.7,1,0,1,0,house_rented,1,9.0,3.3,1,0,0,8.0,0.7,0
7960,2.5,large,27.7,terrier,stray,28,0,minor,1,3.6,4.4,3.5,4.7,5.1,0,0,1,1,house_owned,0,8.5,4.8,3,0,1,6.4,0.1,0
3586,3.1,small,8.5,hound,owner_surrender,8,0,minor,1,4.0,1.4,1.7,4.4,8.8,0,1,0,0,apartment,0,10.1,8.7,3,0,0,9.3,4.3,0
3623,2.5,small,8.3,mixed,transfer,21,0,none,1,2.7,4.0,2.0,9.0,5.7,0,0,1,1,house_owned,1,5.8,6.9,1,0,0,8.2,2.1,0
13130,2.3,small,7.7,mixed,stray,4,0,none,1,2.6,0.9,1.8,5.0,7.6,1,0,0,0,house_rented,1,4.9,4.2,1,0,0,6.7,0.8,0
1301,3.0,large,32.0,mixed,owner_surrender,5,0,minor,1,4.2,7.6,6.6,7.8,3.9,1,0,0,1,house_rented,0,4.8,7.7,1,0,0,8.3,0.1,0
16593,8.2,large,37.1,mixed,owner_surrender,12,0,minor,1,3.5,3.4,1.8,6.1,4.9,1,1,1,1,house_owned,1,5.7,1.6,1,1,0,5.6,4.5,0
18985,4.8,large,23.4,mixed,owner_surrender,10,0,none,1,3.7,6.9,6.3,10.0,3.3,1,1,0,0,apartment,1,2.5,6.2,4,0,0,9.3,3.8,1
11676,3.9,medium,26.7,hound,stray,51,1,none,1,5.9,4.9,4.4,6.9,5.0,0,1,0,0,house_owned,1,0.4,7.1,2,0,1,8.0,0.2,0
5923,2.8,medium,16.3,mixed,owner_surrender,12,0,minor,1,0.0,8.4,0.0,8.2,6.2,1,0,0,0,apartment,0,3.0,0.8,1,0,0,6.4,7.4,0
39165,1.0,large,29.3,terrier,stray,16,0,minor,1,3.2,5.5,3.7,3.4,2.8,0,0,1,1,house_rented,0,8.5,5.3,3,0,0,4.8,1.9,0
21697,2.0,large,14.4,mixed,stray,90,0,none,1,3.0,7.0,6.0,6.9,6.4,1,0,0,1,house_owned,1,1.9,8.4,1,1,1,5.7,1.5,0
19377,3.4,medium,18.5,mixed,stray,34,0,minor,1,2.0,3.5,5.4,7.4,3.9,0,0,1,1,apartment,0,8.0,3.5,2,1,1,4.7,3.9,0
17128,4.1,small,5.5,working,owner_surrender,14,1,none,1,0.3,2.6,7.8,8.9,3.9,0,0,0,0,house_owned,1,6.7,9.4,2,0,0,4.4,0.5,0
36687,2.8,large,30.2,toy,owner_surrender,8,0,none,1,0.8,3.2,0.0,5.6,5.6,0,0,0,1,apartment,0,3.6,5.4,3,1,1,6.7,0.2,1
7855,7.8,large,24.8,hound,stray,38,0,minor,1,2.8,4.4,3.6,6.4,6.3,0,1,0,0,house_rented,1,0.0,1.0,2,0,0,9.2,5.4,0
10122,1.9,xlarge,44.2,working,stray,25,0,none,1,4.8,0.8,3.4,8.1,1.7,0,0,0,1,house_owned,1,5.9,6.7,1,0,0,7.7,1.4,0
40018,0.5,medium,10.8,terrier,stray,24,0,none,1,0.4,5.1,1.2,4.2,1.1,0,1,1,0,house_owned,1,4.5,4.5,4,0,0,6.4,0.3,0
18151,0.4,small,5.7,mixed,born_in_care,66,0,none,1,0.0,5.6,2.4,5.5,5.0,0,0,0,1,apartment,0,8.1,5.0,2,1,1,8.2,0.5,0
12222,3.5,xlarge,58.0,sporting,stray,13,0,none,1,1.8,3.8,1.3,9.8,4.3,1,0,0,0,house_rented,1,3.3,3.4,3,0,0,6.5,6.4,0
36520,8.0,medium,27.9,mixed,owner_surrender,61,0,minor,1,0.8,5.9,2.2,7.7,4.1,1,1,1,1,apartment,0,4.6,5.0,1,0,0,6.3,2.7,0
20468,7.8,small,5.1,sporting,transfer,15,0,minor,1,0.4,3.8,0.0,8.6,5.6,1,1,0,1,house_rented,1,5.8,7.5,2,1,0,9.4,1.1,0
4293,8.1,small,8.5,herding,stray,21,0,chronic,1,2.6,7.4,4.7,3.0,3.7,0,0,1,1,house_rented,0,0.0,3.8,1,0,0,5.6,0.8,0
29955,2.9,medium,24.9,herding,transfer,6,0,none,1,5.0,3.0,8.3,10.0,0.0,0,1,1,1,house_rented,1,0.0,6.2,2,0,1,7.2,3.8,0
9126,5.3,small,4.1,herding,transfer,16,0,minor,1,2.9,2.8,4.7,5.4,7.3,1,0,0,0,house_owned,1,3.2,3.7,2,0,1,8.4,1.7,0
13018,1.3,medium,14.5,sporting,stray,12,0,none,1,4.9,7.0,5.2,5.1,1.8,0,1,1,1,house_owned,1,2.6,3.7,1,1,0,6.8,1.4,0
28307,4.2,small,6.8,mixed,owner_surrender,35,0,none,1,6.4,7.3,2.1,5.4,2.8,0,0,0,1,house_rented,1,4.8,5.0,4,0,1,8.4,0.4,0
7264,3.2,large,33.5,working,owner_surrender,14,0,minor,1,0.0,4.0,0.0,9.4,5.0,0,0,0,1,house_owned,1,0.0,7.6,4,0,0,7.6,1.8,0
2486,4.2,small,5.6,hound,transfer,40,0,none,1,3.6,0.0,2.7,5.1,3.9,0,0,0,0,house_rented,1,8.7,4.0,1,0,1,6.1,1.1,0
38448,16.0,medium,18.2,mixed,transfer,108,1,none,1,1.4,4.0,4.9,4.9,6.4,1,0,0,0,house_rented,1,3.3,4.8,2,0,1,5.9,0.1,0
333,1.4,medium,26.2,working,stray,10,0,none,0,3.1,0.2,4.6,8.5,5.9,0,0,0,1,house_rented,1,2.6,2.4,1,0,1,8.4,6.1,0
40862,1.4,medium,14.8,herding,stray,35,0,chronic,1,1.4,5.8,4.3,7.8,2.5,0,0,0,0,apartment,0,5.9,3.7,1,0,0,5.5,4.1,0
36897,8.4,xlarge,34.0,working,transfer,8,0,none,1,5.4,0.8,2.8,3.0,2.1,0,1,0,0,house_owned,1,9.0,7.6,4,0,0,6.7,4.6,0
6746,15.2,medium,17.2,mixed,stray,24,0,none,1,4.1,4.6,7.0,5.5,1.6,0,1,0,0,apartment,0,7.8,7.7,1,0,0,4.8,2.2,0
31451,1.5,medium,20.5,mixed,owner_surrender,30,1,minor,1,6.7,7.3,7.1,7.2,1.5,1,0,0,0,house_owned,1,7.5,3.7,1,0,0,3.3,3.5,0
28525,2.2,large,33.4,hound,owner_surrender,14,0,none,1,3.9,6.4,0.0,5.4,4.3,1,0,1,0,apartment,0,2.9,6.2,2,0,0,7.0,0.8,1
37803,2.0,large,24.7,mixed,transfer,13,0,none,1,4.9,4.4,1.6,5.4,3.0,0,1,0,0,house_rented,1,7.0,6.6,2,0,0,5.8,1.2,0
1591,2.7,medium,16.3,mixed,owner_surrender,54,0,none,1,1.0,2.8,4.4,6.9,4.1,1,1,0,1,house_owned,1,4.7,6.4,1,0,0,7.4,0.5,0
34115,1.8,small,6.3,herding,transfer,94,0,minor,1,1.6,0.5,0.6,1.0,7.3,0,1,0,0,apartment,0,6.2,6.2,1,0,1,5.5,5.2,0
31334,7.7,medium,22.5,toy,owner_surrender,28,0,none,1,1.8,3.1,0.0,5.1,7.1,1,0,0,0,apartment,0,8.3,5.4,3,0,0,4.3,0.3,0
8184,12.2,medium,20.4,sporting,stray,7,0,none,0,5.3,7.8,5.0,4.3,10.0,1,0,0,0,house_owned,1,6.1,6.2,1,0,0,5.4,1.9,0
17164,4.8,small,5.5,terrier,owner_surrender,35,0,none,1,2.0,4.9,6.4,6.1,5.6,0,1,1,0,house_owned,1,9.3,1.0,1,0,0,8.3,5.1,0
25282,1.7,medium,16.3,mixed,stray,69,1,none,1,1.6,2.7,3.4,5.3,6.2,0,0,1,1,house_rented,1,5.4,4.5,4,1,0,7.1,0.8,0
10936,3.1,small,12.2,herding,stray,73,1,minor,1,0.0,2.4,4.8,4.2,5.2,0,0,0,1,apartment,0,5.8,4.7,2,1,0,6.6,0.5,0
37754,15.0,medium,17.7,mixed,stray,46,0,minor,1,0.0,8.0,1.3,4.4,7.8,1,0,1,0,apartment,0,3.6,6.0,1,0,1,7.1,1.6,0
14842,7.2,medium,19.0,herding,transfer,78,1,none,1,0.0,1.4,0.0,9.0,8.2,1,0,1,0,house_owned,0,8.5,10.0,1,0,0,6.8,1.0,0
13402,4.3,large,28.6,toy,owner_surrender,12,0,none,0,4.4,6.4,3.9,7.5,2.1,1,0,0,1,apartment,0,4.8,4.5,2,0,0,6.4,3.0,1
25525,2.4,medium,17.4,mixed,transfer,21,0,none,1,5.2,5.6,3.8,3.5,2.3,1,0,1,1,apartment,0,6.3,5.2,4,1,0,1.2,1.7,0
15154,5.7,small,3.7,mixed,owner_surrender,82,0,none,1,6.2,6.4,10.0,10.0,6.9,1,1,1,1,apartment,0,4.7,3.1,4,0,1,7.3,6.9,0
20820,0.7,small,11.5,terrier,owner_surrender,44,0,none,0,5.7,4.7,6.3,8.1,4.5,0,0,0,1,house_rented,1,7.9,1.8,1,0,0,10.0,6.3,0
15139,3.2,large,35.3,terrier,stray,18,0,none,1,3.2,0.0,8.0,2.9,2.3,1,0,1,1,house_owned,1,0.0,1.2,4,1,0,4.0,1.7,0
40555,1.9,small,4.7,mixed,transfer,3,0,none,1,1.1,6.8,0.0,4.3,5.5,1,0,1,0,house_owned,0,5.9,2.3,1,0,0,7.4,2.0,0
24069,5.1,medium,23.7,mixed,stray,84,1,none,1,2.5,7.1,4.5,5.3,3.4,1,0,0,0,house_rented,1,4.5,6.4,2,0,1,7.0,1.1,0
37986,2.8,medium,24.5,working,born_in_care,20,0,none,1,4.0,2.3,9.8,8.2,2.8,1,0,1,0,apartment,0,3.8,2.9,1,0,0,6.7,5.3,0
28016,6.1,small,9.2,herding,stray,20,0,chronic,1,4.8,5.8,2.2,7.0,2.0,0,1,1,0,house_rented,1,8.0,0.8,1,0,1,8.3,6.2,0
11330,3.8,medium,12.0,sporting,stray,13,0,none,1,1.7,6.8,3.1,4.5,6.8,1,0,0,1,apartment,0,9.4,5.9,1,0,1,8.8,1.4,0
23110,3.0,medium,21.8,mixed,stray,27,0,none,1,3.0,0.9,3.3,3.7,4.7,1,0,0,1,apartment,0,5.7,2.0,2,0,0,4.4,1.7,0
24691,8.2,medium,25.1,toy,stray,22,1,minor,1,3.6,0.9,5.4,4.0,7.6,1,0,0,0,house_owned,1,4.0,5.7,1,0,1,8.5,1.7,0
21918,7.5,medium,17.3,sporting,owner_surrender,29,0,none,1,4.1,2.5,5.3,9.1,4.8,1,0,0,0,apartment,0,0.2,4.4,1,0,0,4.8,4.7,0
29400,7.1,small,5.6,mixed,transfer,28,0,none,1,1.4,3.9,3.5,7.6,2.8,1,0,0,0,apartment,0,5.3,6.4,1,0,0,6.1,1.2,0
872,5.7,small,6.7,sporting,stray,28,0,minor,1,1.2,3.2,7.0,6.4,7.2,0,1,0,1,apartment,1,5.3,6.6,1,1,0,4.9,0.2,0
12042,0.7,large,23.2,working,owner_surrender,2,0,none,1,2.2,4.8,5.1,5.8,3.4,0,0,0,0,house_rented,1,0.1,5.5,3,0,0,5.1,0.3,0
29096,7.1,large,25.3,terrier,owner_surrender,4,0,none,1,3.0,7.0,1.4,5.0,6.6,1,1,1,1,house_owned,1,3.7,4.4,1,1,0,5.7,0.6,0
15612,2.7,small,2.8,mixed,owner_surrender,5,0,none,1,2.4,5.0,6.7,2.4,5.8,0,1,0,1,apartment,0,7.3,6.4,1,1,0,7.0,4.0,0
21389,4.4,medium,15.1,mixed,stray,48,0,none,1,1.5,1.4,2.1,7.6,3.8,0,0,0,0,apartment,0,8.8,4.7,1,0,0,6.4,2.9,0
19124,7.2,medium,17.6,hound,transfer,12,0,minor,1,6.5,4.7,4.4,7.0,1.5,0,1,1,0,house_rented,1,6.1,6.0,3,0,0,3.4,1.0,0
31366,1.5,medium,11.8,terrier,owner_surrender,18,1,none,1,1.1,3.4,4.8,7.0,4.7,0,1,0,1,house_rented,0,7.1,6.0,2,0,0,8.4,1.0,0
252,2.9,small,5.4,sporting,owner_surrender,12,0,none,1,0.8,4.2,3.1,9.0,6.0,0,0,1,0,apartment,1,3.6,6.2,3,0,0,5.1,2.8,0
27165,2.1,medium,17.5,hound,stray,22,0,none,1,2.2,6.9,9.4,3.2,5.5,1,0,1,1,house_owned,0,0.0,5.1,1,1,1,4.8,1.9,0
5157,6.8,xlarge,51.7,mixed,stray,34,0,none,1,4.4,3.6,3.9,5.1,1.0,0,0,1,1,house_rented,1,3.8,3.3,2,1,1,3.7,1.8,0
29269,2.7,large,35.0,herding,owner_surrender,12,0,none,0,3.6,4.0,2.7,3.4,4.9,0,0,0,0,apartment,0,4.3,4.4,1,0,1,5.6,1.0,1
20225,2.3,large,36.5,mixed,owner_surrender,89,0,none,1,1.4,1.7,3.2,4.4,9.1,1,0,0,0,house_owned,1,12.2,6.0,1,0,1,5.3,1.6,0
4163,2.0,medium,27.4,toy,transfer,32,0,none,1,3.4,2.5,3.3,7.3,5.0,1,0,0,0,apartment,0,11.6,4.3,1,0,0,5.2,3.0,0
507,2.5,medium,13.4,mixed,stray,51,1,none,1,7.0,5.7,5.1,3.8,0.0,1,0,0,1,apartment,0,10.3,7.5,1,0,0,5.1,3.7,0
15859,3.8,medium,17.3,mixed,stray,47,0,none,1,3.9,3.7,3.9,6.5,4.5,1,1,0,0,house_owned,0,7.2,4.5,1,0,0,8.3,2.0,0
31075,1.9,medium,26.5,sporting,stray,38,0,none,1,0.0,5.7,7.3,7.8,7.6,1,1,1,0,house_owned,1,2.2,10.0,2,0,1,9.2,2.2,0
3745,7.1,small,5.8,hound,stray,56,0,none,1,7.1,7.6,0.8,4.8,0.0,0,0,0,1,apartment,0,9.7,4.4,1,1,1,7.7,0.4,0
19368,1.1,xlarge,41.3,terrier,stray,26,0,none,1,2.4,5.4,5.8,4.8,4.9,1,0,1,1,house_owned,1,10.3,2.8,4,0,0,4.9,2.0,0
35739,0.8,medium,19.5,working,owner_surrender,44,0,none,1,5.9,0.8,1.7,9.1,1.5,0,0,0,0,house_rented,1,6.4,3.1,1,0,1,5.8,6.0,0
29537,2.9,small,7.6,mixed,owner_surrender,34,0,none,1,2.1,1.8,6.4,4.1,7.1,0,1,0,0,apartment,0,3.0,6.8,1,0,1,8.3,2.7,0
36204,6.0,medium,21.8,mixed,transfer,6,0,none,1,2.2,5.0,1.3,8.2,2.9,0,1,1,0,apartment,0,4.6,2.3,1,0,0,10.0,5.9,0
7747,3.7,small,5.1,toy,owner_surrender,34,0,none,1,0.0,0.3,0.3,4.0,7.7,1,1,0,0,house_rented,1,10.4,9.9,1,0,1,5.6,5.9,0
488,8.4,large,31.2,hound,stray,46,0,none,1,0.0,0.2,0.2,6.9,3.7,0,0,0,0,house_owned,1,6.5,6.3,2,0,0,4.3,0.6,0
12966,1.0,medium,18.0,mixed,stray,100,0,none,1,1.2,5.6,0.6,5.9,8.2,0,1,1,0,house_owned,1,4.7,3.2,3,0,0,5.2,2.7,0
20816,1.1,medium,20.6,hound,born_in_care,41,0,none,1,4.2,5.6,5.7,7.9,7.3,0,1,1,0,apartment,0,7.3,6.3,2,0,0,9.5,1.6,0
5903,8.6,small,8.8,sporting,stray,7,0,none,1,1.9,0.3,2.2,5.7,3.4,1,1,0,0,house_owned,1,4.4,3.8,2,0,0,6.9,1.9,0
11381,3.1,large,24.1,mixed,stray,44,0,none,1,4.8,8.0,9.8,6.2,4.5,1,0,0,1,house_owned,1,7.2,7.3,3,1,0,6.1,1.1,0
31291,8.4,small,9.3,toy,owner_surrender,41,0,none,1,1.8,0.0,6.5,5.5,4.3,0,0,1,0,house_owned,1,3.3,8.7,3,0,1,9.2,3.2,0
9695,3.6,medium,21.6,mixed,owner_surrender,7,0,none,1,0.0,2.6,2.2,5.8,5.2,0,0,0,0,apartment,0,6.9,2.5,1,0,0,7.4,3.3,0
13407,4.3,medium,23.7,hound,owner_surrender,82,1,none,1,1.6,2.7,2.3,5.4,5.2,0,0,1,1,house_owned,0,3.0,2.6,1,1,1,7.9,2.8,0
35984,3.3,medium,17.1,mixed,transfer,42,0,minor,1,2.3,0.2,8.9,1.4,6.2,1,1,0,1,house_owned,1,3.6,3.1,1,1,1,10.0,1.7,0
19004,1.6,small,6.0,toy,owner_surrender,51,0,none,1,3.0,5.6,4.2,4.4,8.1,0,0,1,1,house_owned,0,6.3,7.8,2,0,1,9.5,3.4,0
35658,3.6,medium,19.3,herding,stray,18,0,minor,1,0.2,7.6,2.2,7.1,0.0,0,1,0,1,house_rented,1,9.0,8.1,1,1,0,7.7,1.0,0
37647,3.1,small,10.7,mixed,owner_surrender,31,0,none,1,0.0,2.4,5.2,3.5,5.6,0,1,0,1,apartment,0,6.0,5.4,2,1,1,4.6,1.9,0
26520,1.0,large,33.7,mixed,owner_surrender,26,0,minor,1,0.0,3.1,4.8,4.9,5.0,0,1,1,0,apartment,0,3.7,5.3,1,0,0,8.1,0.4,1
17900,1.1,large,28.4,hound,owner_surrender,4,1,none,1,2.8,3.4,2.2,6.1,3.4,0,0,0,0,apartment,0,6.5,4.9,1,0,0,7.9,1.2,1
5360,4.3,medium,18.2,mixed,owner_surrender,15,0,none,1,3.0,4.6,0.0,6.1,0.0,1,0,1,1,house_owned,1,4.2,3.6,3,0,0,4.5,2.5,0
29742,2.4,xlarge,45.6,working,stray,65,0,none,1,3.1,5.5,4.5,5.4,6.9,0,0,0,0,house_owned,0,8.0,7.4,1,0,0,8.5,2.0,0
38719,6.1,large,39.4,sporting,owner_surrender,16,0,none,1,5.1,3.6,2.7,6.3,1.4,1,1,1,0,apartment,0,5.6,7.9,2,0,0,6.5,1.6,1
22426,0.2,large,26.5,sporting,transfer,20,0,minor,0,3.0,2.1,1.4,4.5,3.8,1,1,0,0,apartment,0,5.3,5.2,2,0,0,4.7,0.7,1
8939,4.0,medium,18.5,sporting,owner_surrender,11,0,none,1,6.4,4.2,3.5,7.7,0.0,0,0,0,0,house_owned,1,8.4,4.8,1,0,0,5.0,2.9,0
27362,3.6,medium,21.6,mixed,stray,58,0,none,1,1.8,3.5,4.8,7.0,3.2,1,0,1,0,apartment,0,2.7,9.8,1,0,0,8.4,2.8,0
4446,4.4,small,9.5,mixed,transfer,96,1,none,1,1.1,3.0,1.0,6.8,8.0,1,0,0,1,apartment,1,3.1,3.9,1,0,1,7.2,2.9,0
22923,0.2,large,18.6,mixed,owner_surrender,16,0,none,1,2.5,5.5,3.5,5.3,3.2,0,0,0,1,apartment,0,9.2,5.7,1,1,1,6.0,0.4,1
28420,4.6,large,27.2,mixed,transfer,23,1,none,1,1.8,4.0,1.5,3.9,4.2,0,1,0,1,house_owned,1,6.0,9.1,4,0,0,3.1,5.2,0
19723,3.2,large,25.1,terrier,transfer,6,0,none,0,4.4,6.9,3.7,5.7,5.6,1,0,0,1,house_owned,1,6.7,0.3,1,1,1,6.1,5.4,0
24227,2.0,xlarge,49.7,sporting,stray,52,0,none,1,3.6,6.5,2.2,6.6,2.8,1,0,0,1,house_rented,1,1.0,4.0,2,1,0,7.0,2.6,0
19951,2.7,medium,14.6,mixed,born_in_care,3,0,none,1,2.7,4.5,0.0,9.1,2.0,1,0,1,1,apartment,0,3.6,4.3,2,1,0,8.9,4.8,0
20795,9.8,small,6.4,toy,stray,43,0,none,1,1.9,2.2,0.0,4.2,2.3,0,0,0,1,house_owned,1,3.7,4.6,2,1,0,10.0,0.4,0
10962,8.4,large,35.1,working,stray,16,0,chronic,1,2.9,2.9,2.2,6.2,5.4,1,1,0,1,house_owned,1,3.9,2.6,1,1,1,8.4,3.6,0
26414,12.0,medium,25.4,sporting,transfer,34,0,none,1,4.0,5.4,8.4,6.4,7.4,1,0,0,0,house_rented,1,4.0,0.4,1,0,0,7.3,6.0,0
171,1.3,xlarge,57.1,mixed,stray,5,0,chronic,1,2.4,4.3,2.1,2.6,0.4,0,0,0,1,apartment,0,6.9,5.6,1,1,0,4.7,3.0,1
7983,5.6,large,29.3,mixed,stray,14,0,none,1,3.9,3.7,6.0,6.6,8.7,1,1,1,0,house_rented,0,12.3,3.3,1,0,1,7.0,3.3,0
5314,2.7,xlarge,43.2,mixed,owner_surrender,52,0,none,1,1.3,2.6,2.9,6.9,8.4,1,1,0,0,apartment,0,10.7,7.0,2,0,0,5.1,0.1,1
17938,4.5,small,9.0,mixed,stray,15,0,minor,1,0.2,6.3,0.8,6.0,2.6,0,0,0,1,apartment,0,8.6,3.1,1,1,0,8.5,2.9,0
23317,1.0,large,30.6,terrier,owner_surrender,19,1,none,0,6.3,5.9,3.2,8.4,5.9,0,0,0,1,house_owned,0,1.7,5.0,1,0,0,7.7,3.4,0
26728,1.5,small,5.3,sporting,owner_surrender,34,0,none,1,1.5,8.7,0.0,5.9,3.1,1,1,1,0,apartment,0,4.6,6.5,1,0,1,3.9,0.6,0
33941,1.8,large,30.4,sporting,stray,13,0,none,1,0.0,3.6,6.0,7.0,4.0,0,0,1,1,apartment,0,5.4,3.8,2,1,1,0.8,3.2,1
4168,5.2,medium,19.7,toy,stray,79,0,minor,1,0.0,5.1,4.0,7.2,6.3,0,1,1,1,house_owned,1,8.8,8.5,1,1,1,10.0,1.3,0
12976,2.1,medium,24.6,mixed,owner_surrender,18,0,none,1,7.0,4.2,6.2,3.3,10.0,0,0,1,1,house_rented,1,6.5,5.5,2,0,1,5.1,2.2,0
38789,2.5,medium,17.9,sporting,stray,77,1,minor,0,3.9,6.1,5.9,8.9,3.1,1,1,0,0,apartment,1,4.6,8.9,1,0,0,5.2,0.0,0
2591,4.6,medium,14.8,sporting,transfer,104,0,none,1,4.4,7.4,0.0,8.4,8.3,0,0,0,1,house_owned,1,4.5,7.1,1,1,0,3.9,1.3,0
31468,1.1,medium,20.6,mixed,owner_surrender,23,0,none,1,0.8,0.6,4.5,10.0,5.8,1,0,0,0,apartment,0,0.3,3.5,4,0,0,5.4,6.5,0
36207,1.7,medium,15.9,herding,transfer,19,0,minor,0,1.8,1.8,2.9,6.9,5.2,1,1,0,1,house_owned,1,3.4,0.2,2,1,0,6.7,6.7,0
27667,1.5,medium,23.9,mixed,owner_surrender,14,0,none,1,0.7,1.9,0.0,6.3,8.4,1,0,0,0,house_rented,0,5.3,6.4,3,0,0,6.5,0.1,0
33973,2.9,large,33.6,working,transfer,10,0,none,0,5.1,2.4,2.4,6.4,6.4,0,0,0,0,apartment,0,2.9,0.6,1,0,0,3.6,5.8,1
21479,2.8,medium,16.6,terrier,owner_surrender,54,0,none,1,1.2,5.0,6.6,3.2,6.9,1,1,1,1,apartment,0,7.4,8.1,2,0,1,3.3,4.9,0
19778,5.0,large,29.3,mixed,stray,11,0,none,1,0.0,1.5,2.2,9.3,4.5,0,1,1,0,house_rented,0,8.1,6.6,1,0,0,5.4,2.7,0
29140,2.6,small,3.1,mixed,stray,20,0,none,1,0.0,0.8,8.2,9.6,3.6,1,1,0,1,house_owned,1,5.2,8.7,1,0,0,5.4,0.9,0
28185,2.2,large,27.4,mixed,owner_surrender,59,0,none,1,3.4,5.7,4.8,4.4,3.3,1,0,0,0,house_owned,1,0.0,2.9,1,0,0,6.7,1.5,0
9141,3.0,medium,29.7,herding,owner_surrender,78,0,none,1,2.0,4.8,3.6,5.9,5.6,1,1,1,0,house_owned,1,8.3,6.3,2,0,1,4.9,0.4,0
20941,3.2,large,29.2,toy,stray,78,0,chronic,1,2.1,2.4,4.6,3.7,10.0,0,1,0,0,house_rented,1,5.8,1.4,1,0,0,3.8,2.3,0
13253,4.1,medium,19.1,terrier,stray,13,0,chronic,1,4.5,1.5,2.8,5.3,7.5,0,0,0,1,house_owned,0,4.2,2.5,2,1,0,9.8,2.8,0
18267,0.6,medium,21.2,mixed,transfer,61,0,minor,0,0.0,2.6,6.3,5.5,3.4,0,0,1,0,apartment,0,4.1,6.5,2,0,1,6.0,1.0,0
22738,8.5,small,4.7,sporting,owner_surrender,13,0,none,0,3.7,3.9,0.0,7.3,6.5,1,0,0,0,house_rented,0,3.5,7.7,1,0,0,2.7,0.4,0
4310,2.2,medium,18.6,hound,owner_surrender,31,0,none,1,3.3,3.6,6.7,6.3,8.4,0,0,1,1,house_rented,1,12.3,5.7,1,0,1,7.0,0.6,0
34550,6.5,small,5.5,toy,transfer,34,0,none,1,3.6,3.9,1.3,6.5,7.3,1,1,0,1,house_owned,0,0.0,2.1,2,0,0,7.7,4.4,0
